Id,Rank,Mark,Wind,URI_Name,Competitor,DOB,Nat,Pos,Venue,City,Country,Date,Result_Score,Event,Sex
170,170,10.04,1.7,Abdul_Hakim_Sani_Brown,Abdul Hakim Sani Brown,1999-03-06,JPN,4f1,Percy Beard Track, Gainesville,USA,2024-04-13,1193,100_metres,male
171,170,10.04,-0.1,Christian_Coleman,Christian Coleman,1996-03-06,USA,2,Suzhou Olympic Sports Centre,Suzhou,CHN,2024-04-27,1193,100_metres,male
172,170,10.04,2.0,Eloy_Benitez,Eloy Benitez,2003-05-07,PUR,3f1,National Training Center, Clermont,USA,2024-05-11,1193,100_metres,male
173,170,10.04,0.6,Myles_Thomas,Myles Thomas,,USA,4,Percy Beard Track, Gainesville,USA,2024-05-11,1193,100_metres,male
174,170,10.04,0.9,Rikkoi_Brathwaite,Rikkoi Brathwaite,1999-02-13,IVB,1,Stade L. Achille,Fort-de-France,FRA,2024-05-18,1193,100_metres,male
175,170,10.04,0.8,Lance_Lang,Lance Lang,2001-02-01,USA,3pr6,John McDonnell Field, Fayetteville,USA,2024-05-22,1193,100_metres,male
176,170,10.04,0.7,Godson_Oke_Oghenebrume,Godson Oke Oghenebrume,2003-05-27,NGR,1sf1,Un. of Kentucky Outdoor Track Facility, Lexington,USA,2024-05-24,1193,100_metres,male
177,170,10.04,0.7,Mccallum_T'mars,Mccallum T'mars,2004-05-20,USA,1sf1,Un. of Kentucky Outdoor Track Facility, Lexington,USA,2024-05-24,1193,100_metres,male
178,170,10.04,1.4,Zachaeus_Beard,Zachaeus Beard,2000-09-30,USA,3sf2,Un. of Kentucky Outdoor Track Facility, Lexington,USA,2024-05-24,1193,100_metres,male
179,170,10.04,2.0,Eliezer_Adjibi,Eliezer Adjibi,2000-09-23,CAN,1h2,Alumni Stadium,Guelph,CAN,2024-06-04,1193,100_metres,male
180,170,10.04,0.4,Kendal_Williams,Kendal Williams,1995-09-23,USA,8,Hayward Field, Eugene,USA,2024-06-23,1193,100_metres,male
181,170,10.04,1.8,Retshidisitswe_Mlenga,Retshidisitswe Mlenga,2000-02-27,RSA,1h1,Pista atletismo Fuente de la Niña,Guadalajara,ESP,2024-06-23,1193,100_metres,male
182,170,10.04,1.0,Sachin_Dennis,Sachin Dennis,2002-08-02,JAM,4h2,National Stadium,Kingston,JAM,2024-06-27,1193,100_metres,male
183,170,10.04,0.9,Bryan_Levell,Bryan Levell,2003-12-23,JAM,4,National Stadium,Kingston,JAM,2024-06-28,1193,100_metres,male
184,170,10.04,0.9,Jelani_Walker,Jelani Walker,1998-06-10,JAM,5,National Stadium,Kingston,JAM,2024-06-28,1193,100_metres,male
185,170,10.04,-0.7,Pjai_Austin,Pjai Austin,2000-09-19,USA,1,Billy J. Murphy Track and Field Complex, Memphis,USA,2024-07-12,1197,100_metres,male
186,170,10.04,-0.2,Noah_Lyles,Noah Lyles,1997-07-18,USA,2h3,Stade de France,Paris,FRA,2024-08-03,1194,100_metres,male
187,170,10.04,0.2,Akani_Simbine,Akani Simbine,1993-09-21,RSA,2,Stadio Comunale,Bellinzona,SUI,2024-09-09,1193,100_metres,male
188,188,10.05,0.6,Godson_Oke_Oghenebrume,Godson Oke Oghenebrume,2003-05-27,NGR,1h3,Percy Beard Track, Gainesville,USA,2024-05-10,1189,100_metres,male
189,188,10.05,2.0,Devin_Augustine,Devin Augustine,2003-12-02,TTO,1,University of Michigan Outdoor Track Stadium, Ann Arbor,USA,2024-05-12,1189,100_metres,male
190,188,10.05,0.7,Jehlani_Gordon,Jehlani Gordon,2003-12-01,JAM,1sf3,Un. of Kentucky Outdoor Track Facility, Lexington,USA,2024-05-24,1189,100_metres,male
191,188,10.05,1.9,Usheoritse_Itsekiri,Usheoritse Itsekiri,1998-01-31,NGR,2,Alumni Stadium,London,CAN,2024-05-26,1189,100_metres,male
192,188,10.05,0.7,Romell_Glave,Romell Glave,1999-11-11,GBR,1er1,London Marathon Community Track,London,GBR,2024-05-26,1189,100_metres,male
193,188,10.05,0.4,Brandon_Hicklin,Brandon Hicklin,1999-04-02,USA,5,Bislett Stadion,Oslo,NOR,2024-05-30,1189,100_metres,male
194,188,10.05,0.2,Shaun_Maswanganyi,Shaun Maswanganyi,2001-02-01,RSA,7,Hayward Field, Eugene,USA,2024-06-07,1189,100_metres,male
195,188,10.05,1.1,Asani_Hampton,Asani Hampton,2000-04-03,USA,2f1,Notre Dame HS, Sherman Oaks,USA,2024-06-07,1189,100_metres,male
196,188,10.05,0.7,Chituru_Ali,Chituru Ali,1999-04-06,ITA,2,Stadio Olimpico,Roma,ITA,2024-06-08,1189,100_metres,male
197,188,10.05,0.5,Lamont_Marcell_Jacobs,Lamont Marcell Jacobs,1994-09-26,ITA,1sf3,Stadio Olimpico,Roma,ITA,2024-06-08,1189,100_metres,male
198,188,10.05,1.0,Benjamin_Azamati,Benjamin Azamati,1998-01-14,GHA,1,Kuortaneen keskusurheilukenttä,Kuortane,FIN,2024-06-22,1189,100_metres,male
199,188,10.05,1.5,Marcellus_Moore,Marcellus Moore,2002-06-30,USA,5sf3,Hayward Field, Eugene,USA,2024-06-23,1189,100_metres,male
200,188,10.05,-0.7,Felipe_Bardi,Felipe Bardi,1998-10-08,BRA,1,Centro de Treinamento Paralímpico Brasileiro,São Paulo,BRA,2024-06-27,1193,100_metres,male
201,188,10.05,1.1,Joseph_Fahnbulleh,Joseph Fahnbulleh,2001-09-11,LBR,3h2,Percy Beard Track, Gainesville,USA,2024-07-19,1189,100_metres,male
202,188,10.05,-0.3,Lamont_Marcell_Jacobs,Lamont Marcell Jacobs,1994-09-26,ITA,2h5,Stade de France,Paris,FRA,2024-08-03,1190,100_metres,male
203,188,10.05,0.5,Abdul-rasheed_Saminu,Abdul-rasheed Saminu,1997-10-06,GHA,7sf3,Stade de France,Paris,FRA,2024-08-04,1189,100_metres,male
204,188,10.05,1.9,Jeremiah_Azu,Jeremiah Azu,2001-05-15,GBR,5,Stadion Śląski,Chorzów,POL,2024-08-25,1189,100_metres,male
205,188,10.05,0.3,Abdul_Hakim_Sani_Brown,Abdul Hakim Sani Brown,1999-03-06,JPN,5,Stadio Olimpico,Roma,ITA,2024-08-30,1189,100_metres,male
206,206,10.06,0.5,Zhenye_Xie,Zhenye Xie,1993-08-17,CHN,2f1,UMiami Cobb Stadium, Coral Gables,USA,2024-03-23,1186,100_metres,male
207,206,10.06,1.9,Christian_Miller,Christian Miller,2006-05-16,USA,1h4,National Training Center, Clermont,USA,2024-04-20,1186,100_metres,male
208,206,10.06,1.7,Traunard_Folson,Traunard Folson,,USA,4f1,LSU Bernie Moore Stadium, Baton Rouge,USA,2024-04-27,1186,100_metres,male
209,206,10.06,1.8,Chituru_Ali,Chituru Ali,1999-04-06,ITA,1f1,Dubai Police Club Stadium,Dubai,UAE,2024-05-03,1186,100_metres,male
210,206,10.06,0.6,Tarsis_Gracious_Orogot,Tarsis Gracious Orogot,2002-11-24,UGA,5,Percy Beard Track, Gainesville,USA,2024-05-11,1186,100_metres,male
211,206,10.06,0.7,Wanya_Mccoy,Wanya Mccoy,2003-03-29,BAH,2sf3,Un. of Kentucky Outdoor Track Facility, Lexington,USA,2024-05-24,1186,100_metres,male
212,206,10.06,0.7,Abdul-rasheed_Saminu,Abdul-rasheed Saminu,1997-10-06,GHA,2sf3,Un. of Kentucky Outdoor Track Facility, Lexington,USA,2024-05-24,1186,100_metres,male
213,206,10.06,0.9,Kendal_Williams,Kendal Williams,1995-09-23,USA,4,National Stadium,Kingston,JAM,2024-06-01,1186,100_metres,male
214,206,10.06,0.7,Romell_Glave,Romell Glave,1999-11-11,GBR,3,Stadio Olimpico,Roma,ITA,2024-06-08,1186,100_metres,male
215,206,10.06,1.2,Wanya_Mccoy,Wanya Mccoy,2003-03-29,BAH,1f1,The Bahamas National Stadium,Nassau,BAH,2024-06-16,1186,100_metres,male
216,206,10.06,1.2,Joshua_Hartmann,Joshua Hartmann,1999-06-09,GER,1f1,Centre sportif Bout-du-Monde,Geneve,SUI,2024-06-22,1186,100_metres,male
217,206,10.06,0.3,Marcellus_Moore,Marcellus Moore,2002-06-30,USA,3h1,Hayward Field, Eugene,USA,2024-06-22,1186,100_metres,male
218,206,10.06,0.6,Pjai_Austin,Pjai Austin,2000-09-19,USA,2h2,Hayward Field, Eugene,USA,2024-06-22,1186,100_metres,male
219,206,10.06,0.0,Tapiwanashe_Makarawu,Tapiwanashe Makarawu,2000-08-14,ZIM,1sf2,Stade Omnisport de JAPOMA,Douala,CMR,2024-06-22,1186,100_metres,male
220,206,10.06,1.1,Jinxian_He,Jinxian He,2006-11-13,CHN,1,Kuishan Sports Center,Rizhao,CHN,2024-06-29,1186,100_metres,male
221,206,10.06,0.5,Joshua_Hartmann,Joshua Hartmann,1999-06-09,GER,2,Eintracht-Stadion,Braunschweig,GER,2024-06-29,1186,100_metres,male
222,206,10.06,1.9,Simon_Verherstraeten,Simon Verherstraeten,1999-01-14,BEL,7f1,Stade de La Charriere,La Chaux-de-Fonds,SUI,2024-07-14,1186,100_metres,male
223,206,10.06,0.9,Owen_Ansah,Owen Ansah,2000-11-28,GER,1f2,Stade de La Charriere,La Chaux-de-Fonds,SUI,2024-07-14,1186,100_metres,male
224,206,10.06,1.2,Pjai_Austin,Pjai Austin,2000-09-19,USA,3,Percy Beard Track, Gainesville,USA,2024-07-19,1186,100_metres,male
225,206,10.06,-0.2,Shaun_Maswanganyi,Shaun Maswanganyi,2001-02-01,RSA,3h3,Stade de France,Paris,FRA,2024-08-03,1187,100_metres,male
226,206,10.06,-0.3,Abdul-rasheed_Saminu,Abdul-rasheed Saminu,1997-10-06,GHA,3h5,Stade de France,Paris,FRA,2024-08-03,1187,100_metres,male
227,206,10.06,-0.3,Benjamin_Richardson,Benjamin Richardson,2003-12-19,RSA,4h5,Stade de France,Paris,FRA,2024-08-03,1187,100_metres,male
228,206,10.06,-1.1,Ackeem_Blake,Ackeem Blake,2002-01-21,JAM,2h6,Stade de France,Paris,FRA,2024-08-03,1192,100_metres,male
229,206,10.06,0.0,Ackeem_Blake,Ackeem Blake,2002-01-21,JAM,5sf2,Stade de France,Paris,FRA,2024-08-04,1186,100_metres,male
230,206,10.06,0.7,Eugene_Amo-dadzie,Eugene Amo-dadzie,1992-06-22,GBR,2f1,Pramtalstadion,Andorf,AUT,2024-08-17,1186,100_metres,male
231,206,10.06,1.9,Pjai_Austin,Pjai Austin,2000-09-19,USA,6,Stadion Śląski,Chorzów,POL,2024-08-25,1186,100_metres,male
232,206,10.06,0.7,Simon_Wulff,Simon Wulff,2001-01-01,GER,2,Heinz-Steyer-Stadion,Dresden,GER,2024-08-30,1186,100_metres,male
233,206,10.06,1.1,Eugene_Amo-dadzie,Eugene Amo-dadzie,1992-06-22,GBR,1f2,Stratford Community Track,London,GBR,2024-09-08,1186,100_metres,male
234,206,10.06,0.3,Eugene_Amo-dadzie,Eugene Amo-dadzie,1992-06-22,GBR,1er1,Stratford Community Track,London,GBR,2024-09-08,1186,100_metres,male
235,235,10.07,1.7,Joseph_Fahnbulleh,Joseph Fahnbulleh,2001-09-11,LBR,5f1,Percy Beard Track, Gainesville,USA,2024-04-13,1182,100_metres,male
236,235,10.07,0.1,Akani_Simbine,Akani Simbine,1993-09-21,RSA,1h2,Msunduzi Athletics Stadium,Pietermaritzburg,RSA,2024-04-18,1182,100_metres,male
237,235,10.07,1.3,Cooper_Bibbs,Cooper Bibbs,1998-04-14,USA,1f3,Hilmer Lodge Stadium, Walnut,USA,2024-04-20,1182,100_metres,male
238,235,10.07,1.5,Julian_Forte,Julian Forte,1993-01-07,JAM,1f12,National Stadium,Kingston,JAM,2024-05-04,1182,100_metres,male
239,235,10.07,1.9,Nasser_Mahmoud_Mohammed,Nasser Mahmoud Mohammed,2002-03-25,KSA,1,Prince Nayef Sports City,Qatif,KSA,2024-05-10,1182,100_metres,male
240,235,10.07,2.0,Eliezer_Adjibi,Eliezer Adjibi,2000-09-23,CAN,4f1,National Training Center, Clermont,USA,2024-05-11,1182,100_metres,male
241,235,10.07,1.1,Lamont_Marcell_Jacobs,Lamont Marcell Jacobs,1994-09-26,ITA,1,Stadio dei Marmi,Roma,ITA,2024-05-18,1182,100_metres,male
242,235,10.07,1.0,Abdul_Hakim_Sani_Brown,Abdul Hakim Sani Brown,1999-03-06,JPN,1h2,National Stadium,Tokyo,JPN,2024-05-19,1182,100_metres,male
243,235,10.07,2.0,Chijindu_Ujah,Chijindu Ujah,1994-03-05,GBR,1er11,Lee Valley Athletics Centre,London,GBR,2024-05-19,1182,100_metres,male
244,235,10.07,0.7,Jamarion_Stubbs,Jamarion Stubbs,2004-09-05,USA,4sf3,Un. of Kentucky Outdoor Track Facility, Lexington,USA,2024-05-24,1182,100_metres,male
245,235,10.07,1.6,Cooper_Bibbs,Cooper Bibbs,1998-04-14,USA,1h4,Notre Dame HS, Sherman Oaks,USA,2024-06-07,1182,100_metres,male
246,235,10.07,1.1,Duan_Asemota,Duan Asemota,1996-08-29,CAN,1,Foote Field,Edmonton,CAN,2024-06-13,1182,100_metres,male
247,235,10.07,0.6,Kendal_Williams,Kendal Williams,1995-09-23,USA,3h2,Hayward Field, Eugene,USA,2024-06-22,1182,100_metres,male
248,235,10.07,0.4,Bryan_Levell,Bryan Levell,2003-12-23,JAM,2h1,National Stadium,Kingston,JAM,2024-06-27,1182,100_metres,male
249,235,10.07,1.0,Rohan_Watson,Rohan Watson,2002-04-29,JAM,2h3,National Stadium,Kingston,JAM,2024-06-27,1182,100_metres,male
250,235,10.07,0.0,Gary_Card,Gary Card,2007-06-04,JAM,1,National Stadium,Kingston,JAM,2024-06-28,1182,100_metres,male
251,235,10.07,0.9,Jehlani_Gordon,Jehlani Gordon,2003-12-01,JAM,6,National Stadium,Kingston,JAM,2024-06-28,1182,100_metres,male
252,235,10.07,0.8,Andre_De_Grasse,Andre De Grasse,1994-11-10,CAN,3,FBK Stadium,Hengelo,NED,2024-07-07,1182,100_metres,male
253,235,10.07,0.9,Cejhae_Greene,Cejhae Greene,1995-10-06,ANT,2f2,Stade de La Charriere,La Chaux-de-Fonds,SUI,2024-07-14,1182,100_metres,male
254,235,10.07,0.3,Andre_De_Grasse,Andre De Grasse,1994-11-10,CAN,3h7,Stade de France,Paris,FRA,2024-08-03,1182,100_metres,male
255,235,10.07,1.0,Erik_Cardoso,Erik Cardoso,2000-03-03,BRA,2h1,COTP Stadium,São Paulo,BRA,2024-08-23,1182,100_metres,male
256,235,10.07,0.3,Kyree_King,Kyree King,1994-07-09,USA,6,Stadio Olimpico,Roma,ITA,2024-08-30,1182,100_metres,male
257,235,10.07,0.0,Ferdinand_Omanyala,Ferdinand Omanyala,1996-01-02,KEN,1,Boudewijnstadion,Bruxelles,BEL,2024-09-14,1182,100_metres,male
258,258,10.08,0.8,Jiapeng_Chen,Jiapeng Chen,2002-07-05,CHN,1f3,Percy Beard Track, Gainesville,USA,2024-04-13,1179,100_metres,male
259,258,10.08,1.1,Omari_Lewis,Omari Lewis,2001-11-26,TTO,1f2,UVA Lanningan Field, Charlottesville,USA,2024-04-13,1179,100_metres,male
260,258,10.08,1.3,Puripol_Boonson,Puripol Boonson,2006-01-13,THA,2f3,Hilmer Lodge Stadium, Walnut,USA,2024-04-20,1179,100_metres,male
261,258,10.08,0.6,Jehlani_Gordon,Jehlani Gordon,2003-12-01,JAM,6,Percy Beard Track, Gainesville,USA,2024-05-11,1179,100_metres,male
262,258,10.08,0.3,Henrik_Larsson,Henrik Larsson,1999-09-30,SWE,1,Stadion Eggenberg,Graz,AUT,2024-05-12,1179,100_metres,male
263,258,10.08,1.4,Jeremiah_Azu,Jeremiah Azu,2001-05-15,GBR,1,Centro Sportivo Fontanassa,Savona,ITA,2024-05-15,1179,100_metres,male
264,258,10.08,1.2,Brandon_Hicklin,Brandon Hicklin,1999-04-02,USA,3,Hayward Field, Eugene,USA,2024-05-25,1179,100_metres,male
265,258,10.08,1.9,Yannick_Wolf,Yannick Wolf,2000-05-12,GER,1f2,Stadion Manfort,Leverkusen,GER,2024-05-25,1179,100_metres,male
266,258,10.08,0.7,Brandon_Hicklin,Brandon Hicklin,1999-04-02,USA,1h1,Stadion Juliska,Praha,CZE,2024-06-03,1179,100_metres,male
267,258,10.08,1.2,Alaba_Olukunle_Akintola,Alaba Olukunle Akintola,2001-09-14,NGR,1f3,Emory Woodruff Physical Education Center, Atlanta,USA,2024-06-08,1179,100_metres,male
268,258,10.08,0.2,Brandon_Hicklin,Brandon Hicklin,1999-04-02,USA,1h3,Hayward Field, Eugene,USA,2024-06-22,1179,100_metres,male
269,258,10.08,0.1,Kayinsola_Ajayi,Kayinsola Ajayi,2004-09-14,NGR,2sf1,Stade Omnisport de JAPOMA,Douala,CMR,2024-06-22,1179,100_metres,male
270,258,10.08,0.0,Benjamin_Richardson,Benjamin Richardson,2003-12-19,RSA,2sf2,Stade Omnisport de JAPOMA,Douala,CMR,2024-06-22,1179,100_metres,male
271,258,10.08,1.4,Pablo_Mateo,Pablo Mateo,2001-02-01,FRA,1,Stade Josette et Roger Mikulak,Angers,FRA,2024-06-28,1179,100_metres,male
272,258,10.08,-0.7,Benjamin_Richardson,Benjamin Richardson,2003-12-19,RSA,1h1,Stade de La Charriere,La Chaux-de-Fonds,SUI,2024-07-14,1183,100_metres,male
273,258,10.08,1.1,Sandrey_Davison,Sandrey Davison,2003-01-25,JAM,4h2,Percy Beard Track, Gainesville,USA,2024-07-19,1179,100_metres,male
274,258,10.08,-0.3,Jeremiah_Azu,Jeremiah Azu,2001-05-15,GBR,7,Olympic Stadium,London,GBR,2024-07-20,1180,100_metres,male
275,258,10.08,0.6,Benjamin_Azamati,Benjamin Azamati,1998-01-14,GHA,2h1,Stade de France,Paris,FRA,2024-08-03,1179,100_metres,male
276,258,10.08,0.2,Ferdinand_Omanyala,Ferdinand Omanyala,1996-01-02,KEN,1h2,Stade de France,Paris,FRA,2024-08-03,1179,100_metres,male
277,258,10.08,0.3,Emmanuel_Matadi,Emmanuel Matadi,1991-04-15,LBR,4h7,Stade de France,Paris,FRA,2024-08-03,1179,100_metres,male
278,258,10.08,0.7,Favour_Oghene_Tejiri_Ashe,Favour Oghene Tejiri Ashe,2002-04-28,NGR,6sf1,Stade de France,Paris,FRA,2024-08-04,1179,100_metres,male
279,258,10.08,0.5,Ferdinand_Omanyala,Ferdinand Omanyala,1996-01-02,KEN,8sf3,Stade de France,Paris,FRA,2024-08-04,1179,100_metres,male
280,258,10.08,1.5,Eugene_Amo-dadzie,Eugene Amo-dadzie,1992-06-22,GBR,2h5,Pramtalstadion,Andorf,AUT,2024-08-17,1179,100_metres,male
281,258,10.08,0.3,Ferdinand_Omanyala,Ferdinand Omanyala,1996-01-02,KEN,7,Stadio Olimpico,Roma,ITA,2024-08-30,1179,100_metres,male
282,258,10.08,0.7,Kadrian_Goldson,Kadrian Goldson,1997-11-08,JAM,3,Heinz-Steyer-Stadion,Dresden,GER,2024-08-30,1179,100_metres,male
283,258,10.08,-0.5,Ebrahima_Camara,Ebrahima Camara,1996-09-18,GAM,1,,Priboj,SRB,2024-09-04,1182,100_metres,male
284,284,10.09,1.9,Taymir_Burnet,Taymir Burnet,1992-10-01,NED,1,McArthur Stadium,Potchefstroom,RSA,2024-02-14,1176,100_metres,male
285,284,10.09,2.0,Kalen_Walker,Kalen Walker,2001-10-13,USA,1f1,University of South Florida Track & Field Stadium, Tampa,USA,2024-03-16,1176,100_metres,male
286,284,10.09,1.8,Joseph_Fahnbulleh,Joseph Fahnbulleh,2001-09-11,LBR,2f1,Percy Beard Track, Gainesville,USA,2024-03-30,1176,100_metres,male
287,284,10.09,1.4,Elijah_Hall,Elijah Hall,1994-08-22,USA,1,Carl Lewis TF and Soccer Complex, Houston,USA,2024-04-06,1176,100_metres,male
288,284,10.09,1.6,Cejhae_Greene,Cejhae Greene,1995-10-06,ANT,3f1,National Training Center, Clermont,USA,2024-04-20,1176,100_metres,male
289,284,10.09,1.8,Sam_Blaskowski,Sam Blaskowski,2002-11-05,USA,1,Veterans Memorial Stadium, La Crosse,USA,2024-05-10,1176,100_metres,male
290,284,10.09,1.1,Wanya_Mccoy,Wanya Mccoy,2003-03-29,BAH,1h1,Percy Beard Track, Gainesville,USA,2024-05-10,1176,100_metres,male
291,284,10.09,0.8,Brandon_Hicklin,Brandon Hicklin,1999-04-02,USA,3f1,National Stadium,Kingston,JAM,2024-05-11,1176,100_metres,male
292,284,10.09,0.6,Kayinsola_Ajayi,Kayinsola Ajayi,2004-09-14,NGR,7,Percy Beard Track, Gainesville,USA,2024-05-11,1176,100_metres,male
293,284,10.09,0.9,Zharnel_Hughes,Zharnel Hughes,1995-07-13,GBR,5,National Stadium,Kingston,JAM,2024-06-01,1176,100_metres,male
294,284,10.09,-0.6,Usheoritse_Itsekiri,Usheoritse Itsekiri,1998-01-31,NGR,1,Alumni Field,Windsor,CAN,2024-06-02,1179,100_metres,male
295,284,10.09,1.7,Jose_González,Jose González,1995-05-14,DOM,2,Stadion Juliska,Praha,CZE,2024-06-03,1176,100_metres,male
296,284,10.09,0.3,Kayinsola_Ajayi,Kayinsola Ajayi,2004-09-14,NGR,1sf1,Hayward Field, Eugene,USA,2024-06-05,1176,100_metres,male
297,284,10.09,0.3,Louie_Hinchliffe,Louie Hinchliffe,2002-07-18,GBR,1sf2,Hayward Field, Eugene,USA,2024-06-05,1176,100_metres,male
298,284,10.09,0.0,Jhonny_Renteria_Jimenez,Jhonny Renteria Jimenez,1997-03-26,COL,1,Gobierno Autónomo Municipal de Cochabamba,Cochabamba,BOL,2024-06-08,1176,100_metres,male
299,284,10.09,-1.8,Ferdinand_Omanyala,Ferdinand Omanyala,1996-01-02,KEN,1h3,Nyayo National Stadium,Nairobi,KEN,2024-06-14,1186,100_metres,male
300,284,10.09,2.0,Emanuel_Archibald,Emanuel Archibald,1994-09-09,GUY,1f1,National Track and Field Centre,Leonora,GUY,2024-06-15,1176,100_metres,male
301,284,10.09,1.0,Dominik_Kopeć,Dominik Kopeć,1995-03-05,POL,2,Kuortaneen keskusurheilukenttä,Kuortane,FIN,2024-06-22,1176,100_metres,male
302,284,10.09,0.2,Lance_Lang,Lance Lang,2001-02-01,USA,2h3,Hayward Field, Eugene,USA,2024-06-22,1176,100_metres,male
303,284,10.09,0.4,Jehlani_Gordon,Jehlani Gordon,2003-12-01,JAM,3h1,National Stadium,Kingston,JAM,2024-06-27,1176,100_metres,male
304,284,10.09,0.9,Ojie_Edoburun,Ojie Edoburun,1996-06-02,GBR,3f2,Stade de La Charriere,La Chaux-de-Fonds,SUI,2024-07-14,1176,100_metres,male
305,284,10.09,0.1,Ronnie_Baker,Ronnie Baker,1993-10-15,USA,2f3,Stadion Allmend,Luzern,SUI,2024-07-16,1176,100_metres,male
306,284,10.09,0.8,Usheoritse_Itsekiri,Usheoritse Itsekiri,1998-01-31,NGR,1f2,Stade Jean Jacoby,Schifflange,LUX,2024-07-21,1176,100_metres,male
307,284,10.09,0.1,Emmanuel_Eseme,Emmanuel Eseme,1993-08-17,CMR,4,Boudewijnstadion,Bruxelles,BEL,2024-09-13,1176,100_metres,male
308,284,10.09,-0.4,Hiroki_Yanagita,Hiroki Yanagita,2003-07-25,JPN,1,Todoroki Stadium,Kawasaki,JPN,2024-09-20,1178,100_metres,male
309,284,10.09,1.4,Shoto_Uno,Shoto Uno,2001-05-17,JPN,1f2,Ishin Me-Life Stadium,Yamaguchi,JPN,2024-09-22,1176,100_metres,male
310,310,10.1,0.9,Emmanuel_Ekanem_Consider,Emmanuel Ekanem Consider,2004-12-01,NGR,1f3,Navy New Sport Center,Lagos,NGR,2024-01-27,1172,100_metres,male
311,310,10.1,0.9,Jose_González,Jose González,1995-05-14,DOM,1h3,Pista de Atletismo da Universidade Federal do Mato Grosso,Cuiaba,BRA,2024-05-10,1172,100_metres,male
312,310,10.1,0.8,Kadrian_Goldson,Kadrian Goldson,1997-11-08,JAM,4f1,National Stadium,Kingston,JAM,2024-05-11,1172,100_metres,male
313,310,10.1,2.0,Ameer_Webb,Ameer Webb,1991-03-19,USA,5f1,National Training Center, Clermont,USA,2024-05-11,1172,100_metres,male
314,310,10.1,0.5,Patrick_Ize-iyamu,Patrick Ize-iyamu,,USA,1,Potts Field, Boulder,USA,2024-05-12,1172,100_metres,male
315,310,10.1,1.0,Ryuichiro_Sakai,Ryuichiro Sakai,1998-03-14,JPN,2h2,National Stadium,Tokyo,JPN,2024-05-19,1172,100_metres,male
316,310,10.1,-0.1,Emmanuel_Eseme,Emmanuel Eseme,1993-08-17,CMR,1,Campo di Atletica,Asti,ITA,2024-05-23,1172,100_metres,male
317,310,10.1,0.0,Andre_De_Grasse,Andre De Grasse,1994-11-10,CAN,1,Mestský Stadion,Ostrava,CZE,2024-05-28,1172,100_metres,male
318,310,10.1,1.7,Ojie_Edoburun,Ojie Edoburun,1996-06-02,GBR,2er1,Lee Valley Athletics Centre,London,GBR,2024-06-02,1172,100_metres,male
319,310,10.1,0.7,Arthur_Cisse,Arthur Cisse,1996-12-29,CIV,2h1,Stadion Juliska,Praha,CZE,2024-06-03,1172,100_metres,male
320,310,10.1,0.2,Zachaeus_Beard,Zachaeus Beard,2000-09-30,USA,8,Hayward Field, Eugene,USA,2024-06-07,1172,100_metres,male
321,310,10.1,1.1,Usheoritse_Itsekiri,Usheoritse Itsekiri,1998-01-31,NGR,2,Foote Field,Edmonton,CAN,2024-06-13,1172,100_metres,male
322,310,10.1,1.2,Davonte_Howell,Davonte Howell,2005-10-28,CAY,2f1,The Bahamas National Stadium,Nassau,BAH,2024-06-16,1172,100_metres,male
323,310,10.1,1.2,Omari_Lewis,Omari Lewis,2001-11-26,TTO,3f1,The Bahamas National Stadium,Nassau,BAH,2024-06-16,1172,100_metres,male
324,310,10.1,1.2,Simon_Verherstraeten,Simon Verherstraeten,1999-01-14,BEL,2f1,Centre sportif Bout-du-Monde,Geneve,SUI,2024-06-22,1172,100_metres,male
325,310,10.1,0.6,Josephus_Lyles,Josephus Lyles,1998-07-22,USA,4h2,Hayward Field, Eugene,USA,2024-06-22,1172,100_metres,male
326,310,10.1,1.8,Jose_González,Jose González,1995-05-14,DOM,2h1,Pista atletismo Fuente de la Niña,Guadalajara,ESP,2024-06-23,1172,100_metres,male
327,310,10.1,1.0,Tyquendo_Tracey,Tyquendo Tracey,1993-06-10,JAM,3h3,National Stadium,Kingston,JAM,2024-06-27,1172,100_metres,male
328,310,10.1,0.9,Aaron_Brown,Aaron Brown,1992-05-27,CAN,1h1,Complexe Sportif Claude-Robillard,Montreal,CAN,2024-06-28,1172,100_metres,male
329,310,10.1,0.9,Andre_De_Grasse,Andre De Grasse,1994-11-10,CAN,1h1,Complexe Sportif Claude-Robillard,Montreal,CAN,2024-06-28,1172,100_metres,male
330,310,10.1,0.6,Kadrian_Goldson,Kadrian Goldson,1997-11-08,JAM,3sf1,National Stadium,Kingston,JAM,2024-06-28,1172,100_metres,male
331,310,10.1,-0.7,Emmanuel_Matadi,Emmanuel Matadi,1991-04-15,LBR,2,Billy J. Murphy Track and Field Complex, Memphis,USA,2024-07-12,1176,100_metres,male
332,310,10.1,1.1,Ebrahima_Camara,Ebrahima Camara,1996-09-18,GAM,1h2,Stade de La Charriere,La Chaux-de-Fonds,SUI,2024-07-14,1172,100_metres,male
333,310,10.1,0.1,Favour_Oghene_Tejiri_Ashe,Favour Oghene Tejiri Ashe,2002-04-28,NGR,3f3,Stadion Allmend,Luzern,SUI,2024-07-16,1172,100_metres,male
334,310,10.1,1.1,Julian_Forte,Julian Forte,1993-01-07,JAM,5h2,Percy Beard Track, Gainesville,USA,2024-07-19,1172,100_metres,male
